theta,res,rmse,std,timeSeconds
10,10,2.3600748061664545,0.5947460845691814,4.0239503383636475
10,20,2.2987403037134486,0.6134433413305685,5.469159126281738
10,30,2.3358566239079024,0.604908237890605,7.256507873535156
10,40,2.292278410280625,0.606016095480678,8.786444664001465
10,50,2.3246712705144086,0.5885335013810162,9.583369016647339
10,60,2.3134692709837053,0.6139056138893841,16.579442977905273
10,70,2.30147681978345,0.5948264635105581,17.20030641555786
10,80,2.3031448889329833,0.610441711361214,18.35870862007141
10,90,2.3106559753218647,0.6192573104197301,29.493359565734863
10,100,2.312928727548817,0.5962139597233577,33.650545597076416
20,10,2.403925537489352,0.6345630324688072,6.25142765045166
20,20,2.396676695664397,0.6176624290180375,11.55738878250122
20,30,2.383692778277325,0.6238737685358695,17.530404329299927
20,40,2.40629314409855,0.6506126791038797,21.526984214782715
20,50,2.3913484386928707,0.646531694066218,27.11899471282959
20,60,2.371383271307672,0.6460314073908,32.34901213645935
20,70,2.394201866044172,0.6532513147974114,37.54438042640686
20,80,2.39798806702602,0.6520537030382684,40.87873339653015
20,90,2.393429138012368,0.6632253107029241,28.862504720687866
20,100,2.379970414217103,0.6532658178373829,54.84864687919617
30,10,2.3272164015214,0.6119860022097208,9.6863853931427
30,20,2.3133509349398307,0.6119035416374559,15.289193391799927
30,30,2.3059056534536646,0.6220680019930012,27.191832304000854
30,40,2.310329804578651,0.6214198208444245,34.97505497932434
30,50,2.30870861674352,0.6134905402810422,43.407487630844116
30,60,2.3167773922576207,0.6358722729083706,54.43959617614746
30,70,2.304047679376917,0.6318661598666035,64.58269262313843
30,80,2.3213231374846375,0.616825809507933,61.85002374649048
30,90,2.2983906580767406,0.623270229600298,66.16718602180481
30,100,2.310081789591281,0.6212421296085614,91.78381252288818
40,10,2.285615825673781,0.6250065491750483,10.408629655838013
40,20,2.2792617710575054,0.6362113597204951,20.94793939590454
40,30,2.276098353374798,0.6168202725577627,28.50077748298645
40,40,2.243934229847016,0.5807026069847558,32.328054666519165
40,50,2.246215335753973,0.6141202954606269,46.03034687042236
40,60,2.287054350561192,0.622062707439564,59.66088914871216
40,70,2.2625204805932984,0.6284223238278572,77.1835834980011
40,80,2.2742778852426486,0.6229618641520244,93.45030045509338
40,90,2.2684774979479303,0.616594249790663,130.66079020500183
40,100,2.270551318623497,0.6145896450244732,147.69789385795593
50,10,2.2856891702808193,0.6046909379680662,15.16470217704773
50,20,2.2666776552067915,0.614927893913698,28.896350383758545
50,30,2.274768943779951,0.6328238996028359,42.2192862033844
50,40,2.257728024338761,0.6137158289786848,42.605488538742065
50,50,2.2767692665368693,0.623384683793031,69.69772243499756
50,60,2.2733364024091443,0.6288792206672286,75.92785382270813
50,70,2.2739537798383638,0.6148051470205798,86.75166010856628
50,80,2.2581443835136437,0.6208673909895452,94.17058253288269
50,90,2.2793662172442986,0.6167271414601877,149.0387408733368
50,100,2.2619317952932176,0.6173071203265075,169.463116645813
60,10,2.265440062385203,0.6295922074544438,16.923940896987915
60,20,2.2362340653188117,0.6224950877999669,36.36743450164795
60,30,2.2495900633689807,0.6328903775736326,46.571425437927246
60,40,2.212911678193148,0.5896199420827183,56.33564591407776
60,50,2.2362712539613594,0.6210883927501027,80.37066411972046
60,60,2.235927552812277,0.6076115465176888,76.25165343284607
60,70,2.237072613377788,0.598863506755961,91.67223238945007
60,80,2.248917706316637,0.5989735971523932,104.46288204193115
60,90,2.2333946651870074,0.6020760894225761,130.8920226097107
60,100,2.2326587747205755,0.608611571383874,130.090744972229
70,10,2.281685865783841,0.6114514759196102,14.360856056213379
70,20,2.277949088324887,0.6261265124847314,29.20305824279785
70,30,2.2606907749393352,0.6172795752871273,47.18152832984924
70,40,2.262319733204798,0.6152901631465375,84.7418258190155
70,50,2.261341599576622,0.6158578202738108,112.0169312953949
70,60,2.2527295572899235,0.6336206400813509,125.72483468055725
70,70,2.2527932765319023,0.6010809751249796,129.37311673164368
70,80,2.2603971248317483,0.6201325297646922,158.8538372516632
70,90,2.2495802681829646,0.6220144466053623,166.52402687072754
70,100,2.252401575174315,0.6214978291273905,182.48887062072754
80,10,2.2775314190840437,0.6098486854328594,16.901666402816772
80,20,2.277494777978757,0.5812554601460013,36.88592290878296
80,30,2.29285532963282,0.6027096395652739,64.01720809936523
80,40,2.2796468915041825,0.5865317184102374,95.63561272621155
80,50,2.2909242397835485,0.5861324206217072,105.26198315620422
80,60,2.30409774971828,0.5771046853952835,134.30945444107056
80,70,2.288158676487698,0.5916488487465054,140.59196281433105
80,80,2.2672298896220364,0.5805269023440148,162.36672973632812
80,90,2.289546449728161,0.5796734276406348,200.2024323940277
80,100,2.2872067446007502,0.584008140494619,261.6787328720093
90,10,2.251507438708022,0.6115231202226972,16.700777769088745
90,20,2.248384651265351,0.633838281748532,34.30930829048157
90,30,2.2392446704363205,0.6308383485880952,73.59326839447021
90,40,2.2513887243194235,0.6063733809570662,89.84675979614258
90,50,2.249537406602409,0.6284717246691378,121.63398861885071
90,60,2.233832952278793,0.6120146716843009,143.73260688781738
90,70,2.242139333421106,0.6398843375440142,157.1140651702881
90,80,2.242201808585953,0.6143082587676394,213.46368288993835
90,90,2.2284590413997245,0.6187319777412056,206.97636890411377
90,100,2.2587372227692546,0.6345239342595345,218.8380000591278
100,10,2.2705594448948716,0.6097153092656408,18.508541345596313
100,20,2.250990294031168,0.5817186973720994,41.246376752853394
100,30,2.2848438513558413,0.5963156048442236,67.38169384002686
100,40,2.262034755723146,0.5850448491746842,91.8623697757721
100,50,2.260335146465922,0.5977944197702562,115.12487196922302
100,60,2.2638557951763914,0.6014285009788355,140.90139937400818
100,70,2.2678863569116117,0.5900112402740959,165.02407717704773
100,80,2.2526147371353202,0.6078129867833945,182.0005738735199
100,90,2.263036622556455,0.6005370818931561,214.39962649345398
100,100,2.281275301756552,0.6112300185337812,235.6907021999359
